"Plot Title: 38_PondB_Deep_0.25m"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20181782, SEN S/N: 20181782)","Coupler Attached (LGR S/N: 20181782)","Host Connected (LGR S/N: 20181782)","Stopped (LGR S/N: 20181782)","End Of File (LGR S/N: 20181782)"
1,05/09/20 08:00:00 PM,62.425,,,,
2,05/09/20 08:30:00 PM,62.083,,,,
3,05/09/20 09:00:00 PM,61.741,,,,
4,05/09/20 09:30:00 PM,61.398,,,,
5,05/09/20 10:00:00 PM,61.227,,,,
6,05/09/20 10:30:00 PM,61.054,,,,
7,05/09/20 11:00:00 PM,60.539,,,,
8,05/09/20 11:30:00 PM,60.368,,,,
9,05/10/20 12:00:00 AM,60.024,,,,
10,05/10/20 12:30:00 AM,59.680,,,,
11,05/10/20 01:00:00 AM,59.337,,,,
12,05/10/20 01:30:00 AM,59.164,,,,
13,05/10/20 02:00:00 AM,58.820,,,,
14,05/10/20 02:30:00 AM,58.647,,,,
15,05/10/20 03:00:00 AM,58.476,,,,
16,05/10/20 03:30:00 AM,58.303,,,,
17,05/10/20 04:00:00 AM,58.131,,,,
18,05/10/20 04:30:00 AM,57.785,,,,
19,05/10/20 05:00:00 AM,57.614,,,,
20,05/10/20 05:30:00 AM,57.268,,,,
21,05/10/20 06:00:00 AM,57.096,,,,
22,05/10/20 06:30:00 AM,56.750,,,,
23,05/10/20 07:00:00 AM,56.750,,,,
24,05/10/20 07:30:00 AM,56.750,,,,
25,05/10/20 08:00:00 AM,57.096,,,,
26,05/10/20 08:30:00 AM,57.096,,,,
27,05/10/20 09:00:00 AM,57.268,,,,
28,05/10/20 09:30:00 AM,57.958,,,,
29,05/10/20 10:00:00 AM,58.476,,,,
30,05/10/20 10:30:00 AM,58.303,,,,
31,05/10/20 11:00:00 AM,59.337,,,,
32,05/10/20 11:30:00 AM,58.820,,,,
33,05/10/20 12:00:00 PM,57.614,,,,
34,05/10/20 12:30:00 PM,57.614,,,,
35,05/10/20 01:00:00 PM,57.614,,,,
36,05/10/20 01:30:00 PM,57.614,,,,
37,05/10/20 02:00:00 PM,57.785,,,,
38,05/10/20 02:30:00 PM,57.614,,,,
39,05/10/20 03:00:00 PM,58.647,,,,
40,05/10/20 03:30:00 PM,58.993,,,,
41,05/10/20 04:00:00 PM,58.131,,,,
42,05/10/20 04:30:00 PM,59.164,,,,
43,05/10/20 05:00:00 PM,57.614,,,,
44,05/10/20 05:30:00 PM,57.441,,,,
45,05/10/20 06:00:00 PM,57.096,,,,
46,05/10/20 06:30:00 PM,56.923,,,,
47,05/10/20 07:00:00 PM,56.577,,,,
48,05/10/20 07:30:00 PM,56.404,,,,
49,05/10/20 08:00:00 PM,56.230,,,,
50,05/10/20 08:30:00 PM,56.057,,,,
51,05/10/20 09:00:00 PM,55.884,,,,
52,05/10/20 09:30:00 PM,55.711,,,,
53,05/10/20 10:00:00 PM,55.537,,,,
54,05/10/20 10:30:00 PM,55.537,,,,
55,05/10/20 11:00:00 PM,55.364,,,,
56,05/10/20 11:30:00 PM,55.189,,,,
57,05/11/20 12:00:00 AM,55.189,,,,
