MiniDOT Logger Concatenated Data File
Sensor:             7450-375572
Concatenation Date: 2020Jul10 12:45:59 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at pressure: 1013.0 (mbar)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1591992180,           2020-06-12 20:03:00,           2020-06-12 15:03:00,      3.140000,     24.418000,         12.181000,                   145.875260,      0.961000
                1591993980,           2020-06-12 20:33:00,           2020-06-12 15:33:00,      3.140000,     24.602000,         12.540000,                   150.688072,      0.961000
                1591995780,           2020-06-12 21:03:00,           2020-06-12 16:03:00,      3.130000,     24.762000,         12.399000,                   149.435602,      0.961000
                1591997580,           2020-06-12 21:33:00,           2020-06-12 16:33:00,      3.130000,     24.913000,         12.475000,                   150.771416,      0.962000
                1591999380,           2020-06-12 22:03:00,           2020-06-12 17:03:00,      3.130000,     25.047000,         12.654000,                   153.312940,      0.961000
                1592001180,           2020-06-12 22:33:00,           2020-06-12 17:33:00,      3.130000,     25.123000,         12.554000,                   152.314236,      0.961000
                1592002980,           2020-06-12 23:03:00,           2020-06-12 18:03:00,      3.130000,     25.216000,         12.669000,                   153.972471,      0.961000
                1592004780,           2020-06-12 23:33:00,           2020-06-12 18:33:00,      3.130000,     25.249000,         12.765000,                   155.233249,      0.962000
                1592006580,           2020-06-13 00:03:00,           2020-06-12 19:03:00,      3.130000,     25.376000,         12.929000,                   157.594334,      0.962000
                1592008380,           2020-06-13 00:33:00,           2020-06-12 19:33:00,      3.130000,     25.350000,         12.888000,                   157.019724,      0.963000
                1592010180,           2020-06-13 01:03:00,           2020-06-12 20:03:00,      3.130000,     25.376000,         12.945000,                   157.789361,      0.962000
                1592011980,           2020-06-13 01:33:00,           2020-06-12 20:33:00,      3.130000,     25.392000,         13.245000,                   161.493467,      0.962000
                1592013780,           2020-06-13 02:03:00,           2020-06-12 21:03:00,      3.130000,     25.401000,         13.229000,                   161.324982,      0.962000
                1592015580,           2020-06-13 02:33:00,           2020-06-12 21:33:00,      3.130000,     25.401000,         13.299000,                   162.178618,      0.962000
                1592017380,           2020-06-13 03:03:00,           2020-06-12 22:03:00,      3.130000,     25.384000,         13.129000,                   160.055640,      0.961000
                1592019180,           2020-06-13 03:33:00,           2020-06-12 22:33:00,      3.130000,     25.409000,         13.317000,                   162.421927,      0.962000
