DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
8/15/2020,10:34:23 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.4,415.8,0.2,415.7,270,77.2,-2.8,-2.8,0.37,1.74,-0.28,-0.29,98.8,8.15,102,16.26,-609.7,0.001,0.001,0.001
8/15/2020,10:34:23 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.38,1.78,-0.27,-0.28,98.8,8.14,102,16.26,-609.7,0.001,0,0
8/15/2020,10:34:23 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.38,1.78,-0.28,-0.29,98.8,8.14,102,16.26,-609.7,0.001,0,0.001
8/15/2020,10:34:23 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.38,1.79,-0.28,-0.29,98.8,8.14,102,16.26,-609.7,0.001,0,0
8/15/2020,10:34:24 AM,Pond A,,0.00000 °,0.00000 °,736.4,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.39,1.81,-0.28,-0.29,98.8,8.14,102,16.26,-609.7,0.001,0,0.001
8/15/2020,10:34:24 AM,Pond A,,0.00000 °,0.00000 °,736.4,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.39,1.82,-0.27,-0.29,98.8,8.14,101.9,16.26,-609.7,0.001,0.001,0.002
8/15/2020,10:34:24 AM,Pond A,,0.00000 °,0.00000 °,736.4,416.5,415.8,0.2,415.7,270,77.1,-2.8,-2.8,0.39,1.81,-0.27,-0.28,98.8,8.14,101.9,16.26,-609.7,0.001,0,0
8/15/2020,10:34:24 AM,Pond A,,0.00000 °,0.00000 °,736.4,416.5,415.8,0.2,415.8,270,77.1,-2.8,-2.8,0.39,1.81,-0.26,-0.28,98.7,8.14,101.9,16.26,-609.7,0.001,0,0
8/15/2020,10:34:25 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.5,415.8,0.2,415.8,270,77.2,-2.8,-2.8,0.39,1.82,-0.25,-0.27,98.7,8.14,101.9,16.26,-609.7,0.001,0.001,0.002
8/15/2020,10:34:25 AM,Pond A,,0.00000 °,0.00000 °,736.3,416.5,415.9,0.2,415.8,270,77.2,-2.8,-2.8,0.38,1.8,-0.26,-0.28,98.7,8.14,101.9,16.26,-609.7,0.001,0,0
