DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/29/2020,9:30:31 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.8,-1.8,-1.8,1.22,5.09,0,-0.11,160.2,14.42,8.84,-172.9,0.001,0.001,0.002
5/29/2020,9:30:31 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.8,-1.8,-1.8,1.22,5.09,0,-0.11,160.2,14.42,8.84,-172.9,0.001,0.001,0.002
5/29/2020,9:30:31 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.9,-1.8,-1.8,1.22,5.08,-0.01,-0.11,160.2,14.42,8.84,-172.9,0.002,0.001,0.004
5/29/2020,9:30:31 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.9,-1.8,-1.8,1.22,5.09,-0.01,-0.12,160.2,14.42,8.84,-172.9,0.002,0.001,0.005
5/29/2020,9:30:32 AM,Pond A,,89.99999 °,179.99998 °,737.8,249.9,273.6,0.13,275.8,178,68.8,4001.9,-1.8,-1.8,1.22,5.09,-0.02,-0.12,160.2,14.43,8.84,-172.9,0.002,0.002,0.006
5/29/2020,9:30:32 AM,Pond A,,89.99999 °,179.99998 °,737.8,249.9,273.6,0.13,275.8,178,68.8,4001.9,-1.8,-1.8,1.21,5.07,-0.02,-0.12,160.2,14.43,8.84,-172.9,0.003,0.002,0.007
5/29/2020,9:30:32 AM,Pond A,,89.99999 °,179.99998 °,737.8,249.9,273.6,0.13,275.8,178,68.8,4001.8,-1.8,-1.8,1.21,5.07,-0.02,-0.12,160.2,14.43,8.84,-172.9,0.003,0.002,0.006
5/29/2020,9:30:32 AM,Pond A,,89.99999 °,179.99998 °,737.8,249.9,273.6,0.13,275.8,178,68.8,4001.8,-1.8,-1.8,1.21,5.07,-0.02,-0.12,160.3,14.43,8.84,-172.9,0.003,0.002,0.007
5/29/2020,9:30:33 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.8,-1.8,-1.8,1.21,5.06,-0.01,-0.12,160.3,14.43,8.84,-172.9,0.004,0.003,0.009
5/29/2020,9:30:33 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.6,-1.8,-1.8,1.21,5.06,0,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.008
5/29/2020,9:30:33 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.6,-1.8,-1.8,1.21,5.05,0,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.008
5/29/2020,9:30:33 AM,Pond A,,89.99999 °,179.99998 °,737.7,249.9,273.6,0.13,275.8,178,68.8,4001.6,-1.8,-1.8,1.21,5.05,0,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.006
5/29/2020,9:30:34 AM,Pond A,,89.99999 °,179.99998 °,737.6,249.9,273.6,0.13,275.8,178,68.8,4001.4,-1.8,-1.8,1.2,5.02,0,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.005
5/29/2020,9:30:34 AM,Pond A,,89.99999 °,179.99998 °,737.6,249.9,273.6,0.13,275.8,178,68.8,4001.4,-1.8,-1.8,1.19,5,0,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.004
5/29/2020,9:30:34 AM,Pond A,,89.99999 °,179.99998 °,737.6,249.9,273.6,0.13,275.8,178,68.8,4001.6,-1.8,-1.8,1.19,4.99,0.01,-0.11,160.3,14.43,8.84,-172.8,0.004,0.003,0.004
