DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/3/2020,9:11:17 AM,Pond A,,89.99999 °,179.99998 °,731.1,269.1,276.4,0.13,277.2,180,74.5,3715.5,-2.5,-2.5,0.51,2.31,0.56,0.25,123.1,10.43,8.6,-160.2,0.624,0.44,0
6/3/2020,9:11:17 AM,Pond A,,89.99999 °,179.99998 °,731.1,269.1,276.4,0.13,277.2,180,74.5,3715.5,-2.5,-2.5,0.51,2.31,0.56,0.25,123.1,10.43,8.6,-160.2,0.624,0.44,0
6/3/2020,9:11:17 AM,Pond A,,89.99999 °,179.99998 °,731.2,269.1,276.3,0.13,277,180,74.6,3715.8,-2.5,-2.5,0.52,2.33,0.52,0.22,123.2,10.44,8.6,-160.2,0.615,0.433,0.005
6/3/2020,9:11:17 AM,Pond A,,89.99999 °,179.99998 °,731.2,269.1,276.2,0.13,277,180,74.6,3716,-2.5,-2.5,0.52,2.34,0.5,0.21,123.3,10.45,8.6,-160.2,0.61,0.43,0.008
6/3/2020,9:11:18 AM,Pond A,,89.99999 °,179.99998 °,731.2,269.1,276.2,0.13,276.9,180,74.6,3716.1,-2.5,-2.5,0.52,2.34,0.46,0.19,123.6,10.47,8.6,-160.2,0.601,0.424,0.012
6/3/2020,9:11:18 AM,Pond A,,89.99999 °,179.99998 °,731.2,269.1,276.1,0.13,276.8,179,74.6,3716.4,-2.5,-2.5,0.52,2.32,0.45,0.18,123.6,10.47,8.6,-160.2,0.597,0.421,0.012
6/3/2020,9:11:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,269.1,276,0.13,276.7,179,74.6,3716.4,-2.5,-2.5,0.52,2.32,0.44,0.17,123.7,10.48,8.6,-160.2,0.592,0.417,0.013
6/3/2020,9:11:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,269.1,275.9,0.13,276.6,179,74.7,3716.6,-2.5,-2.5,0.52,2.33,0.43,0.17,123.8,10.48,8.6,-160.2,0.583,0.411,0.018
6/3/2020,9:11:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,269.1,275.8,0.13,276.5,179,74.7,3716.8,-2.5,-2.5,0.52,2.33,0.4,0.15,123.9,10.48,8.6,-160.2,0.578,0.408,0.023
6/3/2020,9:11:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,269,275.8,0.13,276.4,179,74.7,3716.8,-2.5,-2.5,0.51,2.3,0.4,0.15,124,10.49,8.6,-160.2,0.574,0.405,0.026
