DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/6/2020,10:25:20 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.7,167,80.9,3739.4,-3.4,-3.4,0.66,2.91,0,-0.11,148.7,11.81,8.99,-184.1,0.003,0.002,0.008
6/6/2020,10:25:20 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.7,167,80.9,3739.4,-3.4,-3.4,0.66,2.91,0,-0.11,148.7,11.81,8.99,-184.1,0.003,0.002,0.008
6/6/2020,10:25:20 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.7,167,80.9,3739.3,-3.4,-3.4,0.67,2.91,0.01,-0.1,148.7,11.81,8.99,-184.2,0.004,0.003,0.008
6/6/2020,10:25:20 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.7,167,80.9,3739.2,-3.4,-3.4,0.67,2.91,0.01,-0.1,148.7,11.81,8.99,-184.2,0.004,0.003,0.008
6/6/2020,10:25:21 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.7,167,80.9,3739.2,-3.4,-3.4,0.66,2.89,0.01,-0.1,148.8,11.81,8.99,-184.3,0.004,0.003,0.007
6/6/2020,10:25:21 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.4,256.9,0.12,255.8,167,80.9,3739,-3.4,-3.4,0.66,2.88,0.02,-0.1,148.8,11.82,8.99,-184.3,0.004,0.003,0.007
6/6/2020,10:25:21 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.5,256.9,0.12,255.8,167,80.9,3738.9,-3.4,-3.4,0.66,2.88,0.02,-0.1,148.8,11.82,8.99,-184.3,0.004,0.003,0.005
6/6/2020,10:25:21 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.5,256.9,0.12,255.8,167,80.9,3738.9,-3.4,-3.4,0.65,2.84,0.02,-0.1,148.9,11.82,8.99,-184.3,0.004,0.003,0.006
6/6/2020,10:25:22 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.5,256.9,0.12,255.8,167,80.9,3738.7,-3.4,-3.4,0.66,2.89,0.02,-0.1,148.9,11.83,8.99,-184.4,0.005,0.003,0.006
6/6/2020,10:25:22 AM,Pond F,,89.99999 °,179.99998 °,736.3,267.5,256.9,0.12,255.8,167,80.9,3738.7,-3.4,-3.4,0.67,2.91,0.02,-0.1,148.9,11.83,8.99,-184.4,0.005,0.003,0.01
6/6/2020,10:25:22 AM,Pond F,,89.99999 °,179.99998 °,736.3,267.5,256.9,0.12,255.8,167,80.9,3738.6,-3.4,-3.4,0.66,2.89,0.02,-0.1,148.9,11.83,8.99,-184.4,0.005,0.004,0.013
6/6/2020,10:25:22 AM,Pond F,,89.99999 °,179.99998 °,736.3,267.5,256.9,0.12,255.8,167,80.9,3738.5,-3.4,-3.4,0.66,2.89,0.03,-0.09,149,11.83,8.99,-184.4,0.005,0.004,0.017
6/6/2020,10:25:23 AM,Pond F,,89.99999 °,179.99998 °,736.3,267.5,256.9,0.12,255.8,167,80.9,3738.3,-3.4,-3.4,0.66,2.88,0.03,-0.09,149,11.83,8.99,-184.5,0.006,0.004,0.024
6/6/2020,10:25:23 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.5,257,0.12,255.8,167,80.9,3738,-3.4,-3.4,0.66,2.88,0.03,-0.09,149,11.84,8.99,-184.5,0.007,0.005,0.027
6/6/2020,10:25:23 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.5,257,0.12,255.8,167,80.9,3737.8,-3.4,-3.4,0.65,2.85,0.02,-0.1,149.1,11.84,8.99,-184.5,0.007,0.005,0.03
6/6/2020,10:25:23 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.6,257,0.12,255.9,167,80.9,3737.5,-3.4,-3.4,0.65,2.84,0.02,-0.1,149.1,11.84,8.99,-184.5,0.009,0.006,0.042
6/6/2020,10:25:24 AM,Pond F,,89.99999 °,179.99998 °,736.4,267.6,257,0.12,255.9,167,80.9,3737.2,-3.4,-3.4,0.65,2.84,0.02,-0.1,149.1,11.84,9,-184.6,0.01,0.007,0.048
6/6/2020,10:25:24 AM,Pond F,,89.99999 °,179.99998 °,736.3,267.6,257,0.12,255.9,167,80.9,3736.9,-3.4,-3.4,0.65,2.85,0.02,-0.1,149.1,11.84,9,-184.6,0.011,0.008,0.05
