DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/23/2020,10:19:14 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.5,355.8,0.17,359.9,231,64.7,3231,-1.3,-1.3,0.51,1.79,-0.08,0.19,132.7,12.51,9.08,-160.7,0.003,0.002,0.009
5/23/2020,10:19:14 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.5,355.8,0.17,359.9,231,64.7,3231,-1.3,-1.3,0.51,1.79,-0.08,0.19,132.7,12.51,9.08,-160.7,0.003,0.002,0.009
5/23/2020,10:19:14 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.5,355.8,0.17,359.9,231,64.7,3231.3,-1.3,-1.3,0.5,1.77,-0.08,0.19,132.8,12.51,9.08,-160.7,0.003,0.002,0.008
5/23/2020,10:19:14 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.5,355.8,0.17,359.9,231,64.7,3231.4,-1.3,-1.3,0.49,1.75,-0.08,0.19,132.8,12.51,9.08,-160.7,0.003,0.002,0.007
5/23/2020,10:19:15 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.4,355.8,0.17,359.9,231,64.7,3231.7,-1.3,-1.3,0.5,1.76,-0.07,0.19,132.8,12.51,9.08,-160.7,0.003,0.002,0.007
5/23/2020,10:19:15 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.4,355.8,0.17,359.8,231,64.7,3231.7,-1.3,-1.3,0.5,1.75,-0.07,0.19,132.8,12.52,9.08,-160.7,0.003,0.002,0.007
5/23/2020,10:19:15 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.4,355.7,0.17,359.8,231,64.7,3232,-1.3,-1.3,0.51,1.79,-0.07,0.19,132.8,12.52,9.08,-160.6,0.003,0.002,0.006
5/23/2020,10:19:15 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.4,355.7,0.17,359.8,231,64.7,3232.3,-1.3,-1.3,0.51,1.8,-0.07,0.2,132.8,12.52,9.08,-160.6,0.003,0.002,0.007
5/23/2020,10:19:16 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.4,355.7,0.17,359.8,231,64.7,3232.5,-1.3,-1.3,0.52,1.82,-0.07,0.2,132.9,12.52,9.08,-160.6,0.003,0.002,0.01
5/23/2020,10:19:16 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.3,355.7,0.17,359.8,231,64.7,3232.8,-1.3,-1.3,0.51,1.81,-0.07,0.2,132.9,12.52,9.08,-160.6,0.004,0.002,0.012
5/23/2020,10:19:16 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.3,355.6,0.17,359.7,231,64.7,3233,-1.3,-1.3,0.52,1.83,-0.07,0.2,132.9,12.52,9.08,-160.6,0.004,0.003,0.016
5/23/2020,10:19:16 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.3,355.6,0.17,359.7,231,64.7,3233.3,-1.3,-1.3,0.51,1.81,-0.07,0.2,132.9,12.52,9.08,-160.6,0.004,0.003,0.026
5/23/2020,10:19:17 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.2,355.6,0.17,359.7,231,64.7,3233.6,-1.3,-1.3,0.51,1.8,-0.07,0.2,132.9,12.53,9.08,-160.6,0.004,0.003,0.03
5/23/2020,10:19:17 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.2,355.6,0.17,359.7,231,64.7,3234,-1.3,-1.3,0.51,1.8,-0.07,0.2,132.9,12.53,9.07,-160.6,0.005,0.003,0.033
5/23/2020,10:19:17 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.2,355.6,0.17,359.7,231,64.7,3234.2,-1.3,-1.3,0.51,1.8,-0.06,0.2,132.9,12.53,9.07,-160.6,0.006,0.004,0.04
5/23/2020,10:19:17 AM,Pond F,,89.99999 °,179.99998 °,728.5,309.2,355.5,0.17,359.6,231,64.7,3234.5,-1.3,-1.3,0.51,1.79,-0.06,0.2,133,12.53,9.07,-160.6,0.006,0.004,0.045
5/23/2020,10:19:18 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.1,355.5,0.17,359.6,231,64.7,3234.9,-1.3,-1.3,0.5,1.78,-0.06,0.2,133,12.53,9.07,-160.6,0.006,0.005,0.051
5/23/2020,10:19:18 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.1,355.5,0.17,359.6,231,64.7,3235.2,-1.3,-1.3,0.5,1.78,-0.06,0.2,133,12.53,9.07,-160.6,0.008,0.005,0.065
5/23/2020,10:19:18 AM,Pond F,,89.99999 °,179.99998 °,728.6,309.1,355.5,0.17,359.6,231,64.7,3235.5,-1.3,-1.3,0.51,1.8,-0.06,0.2,133,12.54,9.07,-160.6,0.008,0.006,0.072
5/23/2020,10:19:18 AM,Pond F,,89.99999 °,179.99998 °,728.6,309,355.4,0.17,359.6,231,64.7,3235.9,-1.3,-1.3,0.51,1.79,-0.06,0.2,133,12.54,9.07,-160.6,0.009,0.006,0.078
5/23/2020,10:19:19 AM,Pond F,,89.99999 °,179.99998 °,728.6,309,355.4,0.17,359.5,231,64.7,3236.2,-1.3,-1.3,0.5,1.78,-0.06,0.2,133,12.54,9.07,-160.6,0.01,0.007,0.084
5/23/2020,10:19:19 AM,Pond F,,89.99999 °,179.99998 °,728.6,309,355.4,0.17,359.5,231,64.7,3236.6,-1.3,-1.3,0.5,1.78,-0.06,0.2,133,12.54,9.07,-160.6,0.012,0.008,0.088
5/23/2020,10:19:19 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.9,355.4,0.17,359.5,231,64.7,3236.8,-1.3,-1.3,0.5,1.77,-0.06,0.2,133,12.54,9.07,-160.6,0.012,0.009,0.092
5/23/2020,10:19:19 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.9,355.4,0.17,359.5,231,64.7,3237.2,-1.3,-1.3,0.5,1.76,-0.06,0.2,133.1,12.54,9.07,-160.6,0.013,0.009,0.097
5/23/2020,10:19:20 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.9,355.4,0.17,359.5,231,64.7,3237.5,-1.3,-1.3,0.49,1.74,-0.06,0.2,133.1,12.55,9.07,-160.6,0.015,0.011,0.112
5/23/2020,10:19:20 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.8,355.3,0.17,359.4,231,64.7,3237.9,-1.3,-1.3,0.49,1.72,-0.06,0.2,133.1,12.55,9.07,-160.5,0.016,0.011,0.121
5/23/2020,10:19:20 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.8,355.3,0.17,359.4,231,64.7,3238.2,-1.3,-1.3,0.49,1.72,-0.06,0.2,133.1,12.55,9.07,-160.5,0.017,0.012,0.13
5/23/2020,10:19:20 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.8,355.3,0.17,359.4,231,64.7,3238.7,-1.3,-1.3,0.49,1.74,-0.05,0.21,133.1,12.55,9.07,-160.5,0.02,0.014,0.151
5/23/2020,10:19:21 AM,Pond F,,89.99999 °,179.99998 °,728.5,308.7,355.3,0.17,359.4,231,64.7,3239.1,-1.3,-1.3,0.49,1.73,-0.05,0.21,133.1,12.55,9.07,-160.5,0.021,0.015,0.161
5/23/2020,10:19:21 AM,Pond F,,89.99999 °,179.99998 °,728.5,308.7,355.2,0.17,359.3,231,64.7,3239.4,-1.3,-1.3,0.49,1.73,-0.04,0.21,133.1,12.56,9.07,-160.5,0.023,0.016,0.171
5/23/2020,10:19:21 AM,Pond F,,89.99999 °,179.99998 °,728.5,308.7,355.2,0.17,359.3,231,64.7,3239.6,-1.3,-1.3,0.49,1.72,-0.05,0.21,133.2,12.56,9.07,-160.5,0.026,0.018,0.194
5/23/2020,10:19:21 AM,Pond F,,89.99999 °,179.99998 °,728.5,308.6,355.2,0.17,359.3,231,64.7,3240,-1.3,-1.3,0.49,1.73,-0.05,0.21,133.2,12.56,9.07,-160.5,0.027,0.019,0.204
5/23/2020,10:19:22 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.6,355.2,0.17,359.3,231,64.6,3240.4,-1.3,-1.3,0.49,1.72,-0.05,0.21,133.2,12.56,9.07,-160.5,0.029,0.021,0.213
5/23/2020,10:19:22 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.6,355.2,0.17,359.3,231,64.6,3240.8,-1.3,-1.3,0.48,1.69,-0.05,0.21,133.2,12.56,9.07,-160.5,0.031,0.022,0.225
5/23/2020,10:19:22 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.5,355.1,0.17,359.2,231,64.6,3241.2,-1.3,-1.3,0.47,1.67,-0.05,0.21,133.2,12.57,9.07,-160.5,0.035,0.025,0.25
5/23/2020,10:19:22 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.5,355.1,0.17,359.2,231,64.6,3241.6,-1.3,-1.3,0.47,1.67,-0.06,0.2,133.2,12.57,9.07,-160.5,0.037,0.026,0.259
5/23/2020,10:19:23 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.5,355.1,0.17,359.2,231,64.6,3242,-1.3,-1.3,0.47,1.67,-0.05,0.2,133.3,12.57,9.07,-160.5,0.039,0.028,0.271
5/23/2020,10:19:23 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.4,355.1,0.17,359.2,231,64.6,3242.4,-1.3,-1.3,0.47,1.66,-0.05,0.21,133.3,12.57,9.07,-160.5,0.044,0.031,0.292
5/23/2020,10:19:23 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.4,355.1,0.17,359.2,231,64.6,3242.5,-1.3,-1.3,0.47,1.66,-0.05,0.21,133.3,12.57,9.07,-160.5,0.046,0.032,0.301
5/23/2020,10:19:23 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.4,355,0.17,359.2,231,64.6,3243,-1.3,-1.3,0.47,1.65,-0.05,0.21,133.3,12.58,9.07,-160.5,0.048,0.034,0.309
5/23/2020,10:19:24 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.1,231,64.6,3243.2,-1.3,-1.3,0.47,1.65,-0.05,0.21,133.3,12.58,9.07,-160.5,0.053,0.037,0.325
5/23/2020,10:19:24 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.1,231,64.6,3243.5,-1.3,-1.3,0.47,1.65,-0.05,0.21,133.3,12.58,9.07,-160.5,0.056,0.039,0.335
5/23/2020,10:19:24 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.1,231,64.6,3243.7,-1.3,-1.3,0.47,1.65,-0.05,0.21,133.4,12.58,9.07,-160.5,0.058,0.041,0.344
5/23/2020,10:19:24 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.1,231,64.6,3243.8,-1.3,-1.3,0.46,1.63,-0.05,0.21,133.4,12.59,9.07,-160.5,0.061,0.043,0.355
5/23/2020,10:19:25 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.1,231,64.6,3244,-1.3,-1.3,0.46,1.63,-0.05,0.2,133.4,12.59,9.07,-160.5,0.066,0.047,0.376
5/23/2020,10:19:25 AM,Pond F,,89.99999 °,179.99998 °,728.6,308.3,355,0.17,359.2,231,64.6,3244.1,-1.3,-1.3,0.46,1.63,-0.05,0.2,133.4,12.59,9.07,-160.5,0.069,0.049,0.387
