DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/30/2020,11:01:46 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.8,-2.2,-2.2,0.22,1.13,-0.25,-0.27,178.2,15.54,8.96,-180.3,0.004,0.003,0
5/30/2020,11:01:46 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.8,-2.2,-2.2,0.22,1.13,-0.25,-0.27,178.2,15.54,8.96,-180.3,0.004,0.003,0
5/30/2020,11:01:46 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.8,-2.2,-2.2,0.22,1.14,-0.25,-0.27,178.2,15.54,8.96,-180.3,0.004,0.003,0.003
5/30/2020,11:01:46 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.8,-2.2,-2.2,0.22,1.17,-0.25,-0.27,178.2,15.54,8.96,-180.3,0.004,0.003,0.003
5/30/2020,11:01:47 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.6,-2.2,-2.2,0.22,1.16,-0.26,-0.28,178.2,15.54,8.96,-180.3,0.004,0.003,0.001
5/30/2020,11:01:47 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.6,-2.2,-2.2,0.22,1.17,-0.26,-0.28,178.3,15.55,8.96,-180.3,0.004,0.003,0
5/30/2020,11:01:47 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.5,-2.2,-2.2,0.22,1.16,-0.26,-0.28,178.3,15.55,8.96,-180.3,0.004,0.003,0
5/30/2020,11:01:47 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.5,-2.2,-2.2,0.23,1.17,-0.25,-0.28,178.3,15.55,8.96,-180.3,0.004,0.003,-0.004
5/30/2020,11:01:48 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.5,-2.2,-2.2,0.22,1.15,-0.25,-0.28,178.3,15.55,8.96,-180.3,0.004,0.003,-0.006
5/30/2020,11:01:48 AM,Pond F,,89.99999 °,179.99998 °,741.2,265.4,281,0.13,282.5,183,71.8,3767.3,-2.2,-2.2,0.22,1.16,-0.25,-0.27,178.3,15.55,8.96,-180.2,0.003,0.002,-0.006
