DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/27/2020,9:50:10 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.6,306.7,0.15,308.2,199,72.4,3429.5,-2.2,-2.2,0.63,2.77,-0.05,-0.14,119.4,10.35,8.73,-167.4,-0.039,-0.028,-0.022
5/27/2020,9:50:10 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.6,306.7,0.15,308.2,199,72.4,3429.5,-2.2,-2.2,0.63,2.77,-0.05,-0.14,119.4,10.35,8.73,-167.4,-0.039,-0.028,-0.022
5/27/2020,9:50:10 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.5,306.6,0.15,308.1,199,72.4,3430.2,-2.2,-2.2,0.64,2.8,-0.04,-0.14,119.4,10.35,8.73,-167.4,-0.039,-0.027,-0.021
5/27/2020,9:50:10 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.5,306.6,0.15,308.1,199,72.4,3430.2,-2.2,-2.2,0.63,2.78,-0.05,-0.14,119.4,10.35,8.73,-167.4,-0.039,-0.027,-0.019
5/27/2020,9:50:11 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.5,306.6,0.15,308.1,199,72.4,3430.6,-2.2,-2.2,0.64,2.8,-0.04,-0.14,119.4,10.35,8.73,-167.4,-0.038,-0.027,-0.019
5/27/2020,9:50:11 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.5,306.6,0.15,308.1,199,72.4,3430.6,-2.2,-2.2,0.64,2.8,-0.04,-0.14,119.5,10.35,8.73,-167.3,-0.038,-0.027,-0.018
5/27/2020,9:50:11 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.5,306.6,0.15,308.1,199,72.4,3430.9,-2.2,-2.2,0.62,2.74,-0.04,-0.14,119.5,10.35,8.73,-167.3,-0.038,-0.027,-0.015
5/27/2020,9:50:11 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.4,306.6,0.15,308.1,199,72.4,3431.2,-2.2,-2.2,0.62,2.72,-0.04,-0.14,119.5,10.36,8.73,-167.3,-0.037,-0.026,-0.009
5/27/2020,9:50:12 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.4,306.5,0.15,308,199,72.3,3431.7,-2.2,-2.2,0.61,2.7,-0.04,-0.14,119.5,10.36,8.73,-167.3,-0.037,-0.026,-0.003
5/27/2020,9:50:12 AM,Pond F,,89.99999 °,179.99998 °,731.3,291.4,306.5,0.15,308,199,72.3,3431.7,-2.2,-2.2,0.61,2.68,-0.04,-0.14,119.5,10.36,8.73,-167.3,-0.036,-0.025,0.01
