DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/2/2020,9:04:18 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.8,277.3,0.13,278.9,180,71.7,3819,-2.1,-2.1,0.52,2.32,-0.1,-0.17,135.1,11.78,8.44,-150.4,-0.008,-0.006,-0.007
6/2/2020,9:04:18 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.8,277.3,0.13,278.9,180,71.7,3819,-2.1,-2.1,0.52,2.32,-0.1,-0.17,135.1,11.78,8.44,-150.4,-0.008,-0.006,-0.007
6/2/2020,9:04:18 AM,Pond A,,89.99999 °,179.99998 °,731.8,261.8,277.3,0.13,278.8,180,71.7,3819.3,-2.1,-2.1,0.51,2.31,-0.1,-0.18,135.1,11.79,8.44,-150.4,-0.009,-0.006,-0.011
6/2/2020,9:04:18 AM,Pond A,,89.99999 °,179.99998 °,731.8,261.8,277.3,0.13,278.8,180,71.7,3819.6,-2.1,-2.1,0.51,2.29,-0.1,-0.18,135.1,11.79,8.44,-150.4,-0.009,-0.007,-0.014
6/2/2020,9:04:19 AM,Pond A,,89.99999 °,179.99998 °,731.8,261.8,277.3,0.13,278.8,180,71.7,3819.6,-2.1,-2.1,0.51,2.29,-0.11,-0.18,135.2,11.79,8.44,-150.4,-0.01,-0.007,-0.014
6/2/2020,9:04:19 AM,Pond A,,89.99999 °,179.99998 °,731.8,261.8,277.3,0.13,278.8,180,71.7,3819.7,-2.1,-2.1,0.5,2.27,-0.11,-0.18,135.2,11.8,8.44,-150.4,-0.01,-0.007,-0.012
6/2/2020,9:04:19 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.8,277.3,0.13,278.8,180,71.7,3819.9,-2.1,-2.1,0.5,2.25,-0.12,-0.19,135.2,11.8,8.44,-150.4,-0.01,-0.007,-0.01
6/2/2020,9:04:19 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.8,277.3,0.13,278.8,180,71.7,3820.1,-2.1,-2.1,0.49,2.23,-0.12,-0.19,135.2,11.8,8.44,-150.3,-0.01,-0.007,-0.006
6/2/2020,9:04:20 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.7,277.3,0.13,278.8,180,71.7,3820.7,-2.1,-2.1,0.5,2.24,-0.12,-0.19,135.2,11.8,8.44,-150.3,-0.009,-0.006,0.003
6/2/2020,9:04:20 AM,Pond A,,89.99999 °,179.99998 °,731.7,261.7,277.2,0.13,278.7,180,71.7,3821.5,-2.1,-2.1,0.49,2.22,-0.12,-0.19,135.3,11.8,8.44,-150.3,-0.008,-0.006,0.003
6/2/2020,9:04:20 AM,Pond A,,89.99999 °,179.99998 °,731.6,261.7,277.2,0.13,278.7,180,71.7,3821.8,-2.1,-2.1,0.49,2.22,-0.12,-0.19,135.3,11.8,8.44,-150.3,-0.008,-0.006,0.006
6/2/2020,9:04:20 AM,Pond A,,89.99999 °,179.99998 °,731.6,261.6,277.1,0.13,278.7,180,71.7,3822.5,-2.1,-2.1,0.48,2.2,-0.12,-0.19,135.3,11.81,8.44,-150.3,-0.007,-0.005,0.015
