DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/22/2020,9:41:24 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.9,0.16,338.6,217,61.2,3599.2,-1,-1,3.85,13.88,1.43,1.06,114.6,11.25,8.91,-150.6,-0.01,-0.007,0.012
5/22/2020,9:41:24 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.9,0.16,338.6,217,61.2,3599.2,-1,-1,3.85,13.88,1.43,1.06,114.6,11.25,8.91,-150.6,-0.01,-0.007,0.012
5/22/2020,9:41:24 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.9,0.16,338.6,217,61.2,3599.6,-1,-1,5.6,20.18,1.41,1.05,117,11.48,8.91,-150.8,-0.008,-0.006,0.016
5/22/2020,9:41:24 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.9,0.16,338.5,217,61.2,3599.7,-1,-1,5.6,20.18,1.41,1.05,117.7,11.56,8.92,-150.9,-0.007,-0.005,0.017
5/22/2020,9:41:25 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.9,0.16,338.5,217,61.2,3599.8,-1,-1,5.97,21.51,1.38,1.03,118.5,11.64,8.92,-150.9,-0.006,-0.004,0.018
5/22/2020,9:41:25 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.8,0.16,338.5,217,61.2,3600.1,-1,-1,5.97,21.51,1.38,1.03,118.8,11.67,8.92,-151,-0.006,-0.004,0.018
5/22/2020,9:41:25 AM,Pond A,,89.99999 °,179.99998 °,734,277.8,333.8,0.16,338.5,217,61.2,3600.1,-1,-1,4.23,15.24,1.32,0.99,119,11.69,8.92,-151,-0.004,-0.003,0.02
5/22/2020,9:41:25 AM,Pond A,,89.99999 °,179.99998 °,734.1,277.8,333.9,0.16,338.5,217,61.2,3599.7,-1,-1,4.8,17.28,1.3,0.98,119.5,11.73,8.92,-151.1,-0.004,-0.003,0.024
5/22/2020,9:41:26 AM,Pond A,,89.99999 °,179.99998 °,734.1,277.8,333.9,0.16,338.6,217,61.2,3599.2,-1,-1,4.18,15.05,1.2,0.93,120.2,11.81,8.92,-151.1,-0.003,-0.002,0.032
5/22/2020,9:41:26 AM,Pond A,,89.99999 °,179.99998 °,734.1,277.9,334,0.16,338.6,217,61.2,3598.5,-1,-1,4.18,15.05,1.2,0.93,120.2,11.81,8.92,-151.1,-0.001,-0.001,0.057
5/22/2020,9:41:26 AM,Pond A,,89.99999 °,179.99998 °,734.1,277.9,334,0.16,338.7,217,61.2,3598.2,-1,-1,4.58,16.5,1.09,0.86,120.7,11.85,8.92,-151.2,0.001,0.001,0.073
5/22/2020,9:41:26 AM,Pond A,,89.99999 °,179.99998 °,734.1,278,334.1,0.16,338.8,217,61.2,3597.3,-1,-1,4.02,14.49,1.05,0.84,121.2,11.9,8.92,-151.2,0.003,0.002,0.088
5/22/2020,9:41:27 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.1,334.2,0.16,338.9,217,61.2,3596.3,-1,-1,6,21.63,0.97,0.79,121.7,11.95,8.92,-151.3,0.006,0.004,0.105
5/22/2020,9:41:27 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.1,334.3,0.16,339,217,61.2,3595.3,-1,-1,4.12,14.84,0.92,0.76,122.1,11.99,8.92,-151.3,0.012,0.008,0.151
5/22/2020,9:41:27 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.2,334.4,0.16,339.1,217,61.2,3594.3,-1,-1,5.63,20.3,0.87,0.73,122.5,12.03,8.92,-151.3,0.015,0.011,0.175
5/22/2020,9:41:27 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.3,334.5,0.16,339.2,217,61.2,3593.2,-1,-1,5.63,20.3,0.82,0.71,122.7,12.05,8.92,-151.3,0.02,0.014,0.196
5/22/2020,9:41:28 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.4,334.6,0.16,339.2,217,61.2,3592.3,-1,-1,5.63,20.3,0.75,0.67,126.5,12.42,8.92,-151.3,0.03,0.021,0.233
5/22/2020,9:41:28 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.4,334.7,0.16,339.3,218,61.2,3591.4,-1,-1,5.63,20.3,0.75,0.67,126.9,12.46,8.92,-151.4,0.035,0.024,0.251
5/22/2020,9:41:28 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.5,334.7,0.16,339.4,218,61.2,3591.1,-1,-1,3.24,11.65,0.7,0.63,128.4,12.61,8.92,-151.4,0.04,0.028,0.273
5/22/2020,9:41:28 AM,Pond A,,89.99999 °,179.99998 °,734.1,278.5,334.8,0.16,339.5,218,61.2,3590.1,-1,-1,4.09,14.73,0.67,0.62,128.4,12.61,8.92,-151.4,0.052,0.036,0.327
