DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/24/2020,10:51:54 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.9,0.17,350.5,225,66,3263.3,-1.4,-1.4,0.76,2.7,-0.12,0.17,136.4,12.67,9.04,-159.2,-0.011,-0.008,0.006
5/24/2020,10:51:54 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.9,0.17,350.5,225,66,3263.3,-1.4,-1.4,0.76,2.7,-0.12,0.17,136.4,12.67,9.04,-159.2,-0.011,-0.008,0.006
5/24/2020,10:51:54 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.9,0.17,350.5,225,66,3263.4,-1.4,-1.4,0.77,2.75,-0.12,0.17,136.5,12.68,9.04,-159.1,-0.011,-0.008,0.008
5/24/2020,10:51:54 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.5,-1.4,-1.4,0.78,2.78,-0.11,0.17,136.5,12.68,9.04,-159.1,-0.011,-0.008,0.008
5/24/2020,10:51:55 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.5,-1.4,-1.4,0.78,2.79,-0.11,0.17,136.6,12.68,9.04,-159.1,-0.01,-0.007,0.005
5/24/2020,10:51:55 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.6,-1.4,-1.4,0.78,2.79,-0.11,0.17,136.6,12.68,9.04,-159.1,-0.01,-0.007,0.003
5/24/2020,10:51:55 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.6,-1.4,-1.4,0.78,2.78,-0.11,0.17,136.6,12.69,9.04,-159,-0.01,-0.007,0.003
5/24/2020,10:51:55 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.7,-1.4,-1.4,0.78,2.77,-0.11,0.17,136.6,12.69,9.04,-159,-0.01,-0.007,0.005
5/24/2020,10:51:56 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.7,-1.4,-1.4,0.78,2.77,-0.11,0.17,136.7,12.69,9.04,-159,-0.009,-0.007,0.014
5/24/2020,10:51:56 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.5,225,66,3263.8,-1.4,-1.4,0.78,2.77,-0.11,0.17,136.7,12.69,9.04,-159,-0.009,-0.006,0.016
5/24/2020,10:51:56 AM,Pond F,,89.99999 °,179.99998 °,732.1,306.4,346.8,0.17,350.4,225,66,3263.9,-1.4,-1.4,0.78,2.78,-0.12,0.17,136.7,12.7,9.04,-159,-0.009,-0.006,0.022
5/24/2020,10:51:56 AM,Pond F,,89.99999 °,179.99998 °,732.1,306.4,346.8,0.17,350.4,225,66,3264,-1.4,-1.4,0.79,2.81,-0.12,0.17,136.7,12.7,9.04,-159,-0.009,-0.006,0.022
5/24/2020,10:51:57 AM,Pond F,,89.99999 °,179.99998 °,732.1,306.4,346.8,0.17,350.4,225,66,3264,-1.4,-1.4,0.78,2.76,-0.12,0.17,136.8,12.7,9.04,-159.1,-0.007,-0.005,0.05
5/24/2020,10:51:57 AM,Pond F,,89.99999 °,179.99998 °,732.1,306.4,346.8,0.17,350.4,225,66,3264,-1.4,-1.4,0.76,2.72,-0.12,0.17,136.8,12.7,9.04,-159.1,-0.006,-0.005,0.061
5/24/2020,10:51:57 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.4,346.8,0.17,350.4,225,66,3264.1,-1.4,-1.4,0.75,2.66,-0.12,0.16,136.8,12.71,9.04,-159.1,-0.006,-0.005,0.061
5/24/2020,10:51:57 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.8,0.17,350.4,225,66,3264.2,-1.4,-1.4,0.75,2.68,-0.12,0.16,136.8,12.71,9.04,-159.1,-0.005,-0.003,0.078
5/24/2020,10:51:58 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.8,0.17,350.4,225,66,3264.3,-1.4,-1.4,0.76,2.7,-0.13,0.16,136.9,12.71,9.04,-159.1,-0.003,-0.002,0.107
5/24/2020,10:51:58 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.8,0.17,350.4,225,66,3264.3,-1.4,-1.4,0.76,2.7,-0.13,0.16,136.9,12.71,9.04,-159.1,0,0,0.133
5/24/2020,10:51:58 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.8,0.17,350.4,225,66,3264.5,-1.4,-1.4,0.78,2.76,-0.13,0.16,136.9,12.71,9.04,-159.1,0.001,0.001,0.144
5/24/2020,10:51:58 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.8,0.17,350.4,225,66,3264.6,-1.4,-1.4,0.77,2.75,-0.13,0.16,136.9,12.72,9.04,-159.1,0.001,0.001,0.144
5/24/2020,10:51:59 AM,Pond F,,89.99999 °,179.99998 °,731.9,306.3,346.7,0.17,350.4,225,66,3264.6,-1.4,-1.4,0.76,2.69,-0.13,0.16,137,12.72,9.04,-159.1,0.005,0.003,0.161
