DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/4/2020,9:00:38 AM,Pond A,,89.99999 °,179.99998 °,729,290.7,291,0.14,291,189,76.9,3439.4,-2.8,-2.8,0.47,2.16,-0.22,-0.25,131.1,10.83,8.32,-143.9,-0.001,0,0
6/4/2020,9:00:38 AM,Pond A,,89.99999 °,179.99998 °,729,290.7,291,0.14,291,189,76.9,3439.4,-2.8,-2.8,0.47,2.16,-0.22,-0.25,131.1,10.83,8.32,-143.9,-0.001,0,0
6/4/2020,9:00:38 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439.3,-2.8,-2.8,0.48,2.17,-0.22,-0.26,131.2,10.84,8.32,-143.9,-0.001,0,0.002
6/4/2020,9:00:38 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439.3,-2.8,-2.8,0.48,2.17,-0.22,-0.26,131.2,10.84,8.32,-143.9,0,0,0.002
6/4/2020,9:00:39 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439.1,-2.8,-2.8,0.48,2.18,-0.22,-0.25,131.2,10.84,8.32,-143.9,-0.001,0,0
6/4/2020,9:00:39 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439.1,-2.8,-2.8,0.48,2.17,-0.22,-0.25,131.2,10.85,8.32,-143.9,-0.001,-0.001,-0.003
6/4/2020,9:00:39 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439,-2.8,-2.8,0.48,2.18,-0.21,-0.25,131.3,10.85,8.32,-143.9,-0.001,-0.001,-0.003
6/4/2020,9:00:39 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3439,-2.8,-2.8,0.48,2.18,-0.21,-0.25,131.3,10.85,8.32,-143.9,-0.001,-0.001,-0.004
6/4/2020,9:00:40 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3438.8,-2.8,-2.8,0.48,2.18,-0.21,-0.25,131.3,10.85,8.32,-144,-0.001,-0.001,-0.008
6/4/2020,9:00:40 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3438.8,-2.8,-2.8,0.48,2.2,-0.21,-0.25,131.3,10.85,8.32,-144,-0.001,-0.001,-0.007
6/4/2020,9:00:40 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3438.7,-2.8,-2.8,0.48,2.2,-0.21,-0.25,131.4,10.85,8.32,-144,-0.001,-0.001,-0.007
6/4/2020,9:00:40 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3438.6,-2.8,-2.8,0.48,2.2,-0.2,-0.24,131.4,10.86,8.32,-144,-0.001,-0.001,-0.005
6/4/2020,9:00:41 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291,189,76.9,3438.4,-2.8,-2.8,0.48,2.2,-0.2,-0.24,131.4,10.86,8.32,-144,-0.001,-0.001,0
6/4/2020,9:00:41 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291,0.14,291.1,189,76.9,3438.3,-2.8,-2.8,0.48,2.2,-0.2,-0.24,131.4,10.86,8.32,-144,-0.001,-0.001,0.002
6/4/2020,9:00:41 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291,0.14,291.1,189,76.9,3438.2,-2.8,-2.8,0.49,2.2,-0.21,-0.25,131.5,10.86,8.32,-144,-0.001,-0.001,0.007
6/4/2020,9:00:41 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3438.1,-2.8,-2.8,0.5,2.24,-0.21,-0.25,131.5,10.86,8.32,-144,0,0,0.02
6/4/2020,9:00:42 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3438,-2.8,-2.8,0.5,2.26,-0.2,-0.24,131.5,10.87,8.32,-144,0,0,0.028
6/4/2020,9:00:42 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.8,-2.8,-2.8,0.5,2.26,-0.2,-0.24,131.5,10.87,8.32,-144,0.001,0,0.035
6/4/2020,9:00:42 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.8,-2.8,-2.8,0.51,2.31,-0.2,-0.24,131.6,10.87,8.32,-144,0.002,0.001,0.048
6/4/2020,9:00:42 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.52,2.33,-0.21,-0.25,131.6,10.87,8.32,-144,0.003,0.002,0.057
6/4/2020,9:00:43 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.52,2.33,-0.21,-0.25,131.6,10.87,8.32,-144,0.004,0.003,0.064
6/4/2020,9:00:43 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.53,2.36,-0.21,-0.25,131.6,10.88,8.32,-144,0.005,0.003,0.071
6/4/2020,9:00:43 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.6,-2.8,-2.8,0.53,2.36,-0.21,-0.25,131.6,10.88,8.32,-144,0.007,0.005,0.083
6/4/2020,9:00:43 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.6,-2.8,-2.8,0.53,2.36,-0.21,-0.25,131.7,10.88,8.32,-144,0.008,0.006,0.09
6/4/2020,9:00:44 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.6,-2.8,-2.8,0.53,2.38,-0.21,-0.25,131.7,10.88,8.32,-144,0.01,0.007,0.095
6/4/2020,9:00:44 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.54,2.4,-0.2,-0.24,131.7,10.88,8.32,-144.1,0.012,0.009,0.1
6/4/2020,9:00:44 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.54,2.4,-0.2,-0.24,131.7,10.88,8.32,-144.1,0.013,0.009,0.1
6/4/2020,9:00:44 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.7,-2.8,-2.8,0.55,2.44,-0.2,-0.24,131.7,10.89,8.32,-144.1,0.015,0.01,0.1
6/4/2020,9:00:45 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3437.8,-2.8,-2.8,0.55,2.46,-0.2,-0.24,131.8,10.89,8.32,-144.1,0.017,0.012,0.1
6/4/2020,9:00:45 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3438,-2.8,-2.8,0.55,2.46,-0.2,-0.24,131.8,10.89,8.32,-144.1,0.018,0.013,0.103
6/4/2020,9:00:45 AM,Pond A,,89.99999 °,179.99998 °,729,290.9,291.1,0.14,291.1,189,76.9,3438.2,-2.8,-2.8,0.56,2.48,-0.19,-0.24,131.8,10.89,8.32,-144.1,0.019,0.014,0.108
6/4/2020,9:00:45 AM,Pond A,,89.99999 °,179.99998 °,729,290.8,291.1,0.14,291.1,189,76.9,3438.6,-2.8,-2.8,0.56,2.48,-0.19,-0.24,131.8,10.89,8.32,-144.1,0.022,0.015,0.118
