DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/24/2020,9:01:31 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.16,4.87,-0.2,-0.24,45.6,3.99,47.2,9.57,-216,-0.004,-0.003,0
6/24/2020,9:01:31 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.19,4.97,-0.2,-0.24,45.5,3.99,47.2,9.57,-215.9,-0.004,-0.003,-0.001
6/24/2020,9:01:31 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.22,5.09,-0.2,-0.24,45.5,3.98,47.2,9.57,-215.9,-0.004,-0.003,-0.001
6/24/2020,9:01:31 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.23,5.12,-0.2,-0.24,45.5,3.98,47.1,9.57,-215.9,-0.004,-0.002,-0.001
6/24/2020,9:01:32 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.23,5.13,-0.2,-0.24,45.4,3.98,47.1,9.57,-215.9,-0.004,-0.003,-0.003
6/24/2020,9:01:32 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.25,5.21,-0.2,-0.24,45.4,3.98,47.1,9.57,-215.9,-0.004,-0.003,-0.003
6/24/2020,9:01:32 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.26,5.25,-0.2,-0.24,45.4,3.98,47.1,9.57,-215.9,-0.004,-0.002,-0.001
6/24/2020,9:01:32 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.26,5.27,-0.2,-0.24,45.4,3.98,47,9.57,-215.8,-0.004,-0.003,-0.002
6/24/2020,9:01:33 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.6,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.26,5.25,-0.2,-0.24,45.3,3.97,47,9.57,-215.8,-0.003,-0.002,0
6/24/2020,9:01:33 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.5,326.2,0.16,328.1,212,71.3,-2.1,-2.1,1.26,5.25,-0.19,-0.24,45.3,3.97,46.9,9.57,-215.8,-0.003,-0.002,0.011
6/24/2020,9:01:33 AM,Pond A,,0.00000 °,0.00000 °,733.1,306.5,326.1,0.16,328,212,71.3,-2.1,-2.1,1.26,5.26,-0.2,-0.24,45.2,3.96,46.9,9.57,-215.8,-0.003,-0.002,0.016
