DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
8/13/2020,9:47:47 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.37,1.75,-0.34,-0.33,91.2,7.58,94.2,16.28,-609.7,-0.01,-0.007,-0.007
8/13/2020,9:47:47 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.37,1.73,-0.34,-0.33,91.1,7.58,94.2,16.28,-609.7,-0.01,-0.007,-0.006
8/13/2020,9:47:47 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.72,-0.33,-0.33,91.1,7.58,94.2,16.28,-609.7,-0.01,-0.007,-0.01
8/13/2020,9:47:47 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.72,-0.33,-0.32,91.1,7.57,94.1,16.28,-609.7,-0.01,-0.007,-0.012
8/13/2020,9:47:48 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.72,-0.33,-0.32,91.1,7.57,94.1,16.28,-609.7,-0.01,-0.007,-0.01
8/13/2020,9:47:48 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.72,-0.33,-0.32,91,7.57,94.1,16.28,-609.7,-0.01,-0.007,-0.008
8/13/2020,9:47:48 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.72,-0.32,-0.32,91,7.57,94.1,16.28,-609.7,-0.01,-0.007,-0.011
8/13/2020,9:47:48 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.2,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.71,-0.32,-0.32,91,7.57,94,16.27,-609.7,-0.01,-0.007,-0.003
8/13/2020,9:47:49 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.1,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.69,-0.32,-0.32,91,7.56,94,16.27,-609.7,-0.01,-0.007,0.002
8/13/2020,9:47:49 AM,Pond F,,0.00000 °,0.00000 °,735.3,365.4,368.1,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.69,-0.32,-0.32,90.9,7.56,94,16.27,-609.7,-0.01,-0.007,0.001
8/13/2020,9:47:49 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.3,368.1,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.69,-0.32,-0.32,90.9,7.56,94,16.27,-609.7,-0.009,-0.007,-0.001
8/13/2020,9:47:49 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.3,368.1,0.18,368.4,239,76.3,-2.7,-2.7,0.36,1.7,-0.32,-0.32,90.9,7.56,93.9,16.27,-609.7,-0.009,-0.006,0.007
8/13/2020,9:47:50 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.3,368,0.18,368.3,239,76.3,-2.7,-2.7,0.36,1.71,-0.32,-0.32,90.9,7.56,93.9,16.27,-609.7,-0.008,-0.006,0.017
8/13/2020,9:47:50 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.3,368,0.18,368.3,239,76.3,-2.7,-2.7,0.36,1.72,-0.32,-0.32,90.8,7.55,93.9,16.27,-609.7,-0.007,-0.005,0.03
8/13/2020,9:47:50 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.2,368,0.18,368.3,239,76.3,-2.7,-2.7,0.36,1.71,-0.32,-0.32,90.8,7.55,93.9,16.27,-609.7,-0.004,-0.003,0.046
8/13/2020,9:47:50 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.2,368,0.18,368.2,239,76.3,-2.7,-2.7,0.36,1.72,-0.33,-0.32,90.8,7.55,93.8,16.27,-609.7,-0.003,-0.002,0.044
8/13/2020,9:47:51 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.2,367.9,0.18,368.2,239,76.3,-2.7,-2.7,0.37,1.73,-0.33,-0.32,90.8,7.55,93.8,16.27,-609.7,-0.001,-0.001,0.05
8/13/2020,9:47:51 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.1,367.9,0.18,368.2,239,76.3,-2.7,-2.7,0.37,1.74,-0.32,-0.32,90.7,7.55,93.8,16.27,-609.7,0.003,0.002,0.059
8/13/2020,9:47:51 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.1,367.9,0.18,368.1,239,76.3,-2.7,-2.7,0.36,1.71,-0.32,-0.32,90.7,7.54,93.7,16.27,-609.7,0.005,0.003,0.064
8/13/2020,9:47:51 AM,Pond F,,0.00000 °,0.00000 °,735.4,365.1,367.8,0.18,368.1,239,76.3,-2.7,-2.7,0.36,1.7,-0.32,-0.32,90.6,7.54,93.7,16.27,-609.7,0.007,0.005,0.069
