"sample_id","pond_id","week","date","doy","surface_temp","ch4_lake","n2o_lake","co2_lake","pch4_atmo","pco2_atmo","pn2o_atmo","ch4_atmo","co2_atmo","n2o_atmo","tKH_ch4","tKH_co2","tKH_n2o","wind_z","U10","k_cole","k_ch4","k_co2","k_n2o","ch4_exp","co2_exp","n2o_exp","ch4_flux","co2_flux","n2o_flux"
"E20A146","A",1,2020-05-25,146,18.5876068373077,8.61351165153571,0.0120362838203639,0.769426197144035,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00159777323532351,0.0410580802157658,0.0290706530316645,4,0.334594138332513,0.513225820204068,0.482409937021876,0.486298154448227,0.490408679343935,0.00334286938562816,17.0549529448196,0.00705958390826702,4.15363097994475,-7.91962160161188,0.00244061683138251
"E20B146","B",1,2020-05-25,146,21.4444444444186,4.60751652615409,0.00848209145260434,0.66373941932903,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00151501600743415,0.0379098231401907,0.0266637155201727,4,0.334594138332513,0.513225820204068,0.516742815210784,0.519843316216078,0.531881956838301,0.0031697242875412,15.7472109364266,0.00647507769487637,2.37926312860329,-7.84104185349876,0.00106749440486175
"E20C146","C",1,2020-05-25,146,21.40972222275,1.51304706208486,0.0097168107225579,0.970294610257718,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00151598626228997,0.0379462465953614,0.0266914697727837,4,0.334594138332513,0.513225820204068,0.516320324549858,0.519430501577232,0.531370880237648,0.00317175425974382,15.7623407308729,0.006481817601094,0.779579308966082,-7.68343993578467,0.00171898114251501
"E20D146","D",1,2020-05-25,146,20.9490740733333,0.83190958901428,0.0111300727346078,11.3718621627129,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00152893914213584,0.038433614051049,0.0270630509797373,4,0.334594138332513,0.513225820204068,0.51072737785992,0.513965787582784,0.524606422136048,0.00319885434161726,15.9647863634964,0.00657205323172696,0.423245260523737,-2.36060590416372,0.00239116630343267
"E20E146","E",1,2020-05-25,146,21.4283625734211,1.05170515572162,0.00924805690623529,5.85412578319378,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00151546528296773,0.0379266875349297,0.0266765657182723,4,0.334594138332513,0.513225820204068,0.516547119344394,0.519652102034499,0.531645226842968,0.00317066426412469,15.7542161704074,0.00647819826638961,0.541617471095607,-5.14460278004711,0.00147258212490371
"E20F146","F",1,2020-05-25,146,21.035460992766,1.22450719578805,0.00871303177395434,5.02204820667166,2.09220514634e-06,0.000415386030111333,2.42842288426667e-07,0.0854724780212855,16.9696902768589,0.00992079203920182,0.00152649854301783,0.0383416251689546,0.0269928861244961,4,0.334594138332513,0.513225820204068,0.511774535433363,0.514988918414307,0.525872743481195,0.00319374810758242,15.9265754669488,0.00655501423771305,0.625037122305188,-5.61571069958947,0.00113484260226373
"E20A148","A",1,2020-05-27,148,20.1727053138043,4.04268521736959,0.0107208055204909,0.788675913692996,2.06396264541667e-06,0.000425237204967,2.87608775563333e-07,0.0843186922447528,17.3721385395485,0.0117496292326159,0.00155111444025639,0.0392727838629247,0.0277037732326683,4,0.20208631066073,0.504365826781621,0.492696641736194,0.496090778842071,0.504411857756701,0.00320144226345557,16.7002488411432,0.00796784829793197,1.99024009034264,-7.89358460618118,0.00138862426695566
"E20B148","B",1,2020-05-27,148,22.3142076488525,4.13240337737958,0.00890487653558469,0.497187848376379,2.06396264541667e-06,0.000425237204967,2.87608775563333e-07,0.0843186922447528,17.3721385395485,0.0117496292326159,0.00149098667531382,0.0370114900177539,0.0259799042276597,4,0.20208631066073,0.504365826781621,0.518264378676854,0.521072824467721,0.53533538572618,0.00307734080266171,15.7386625668137,0.00747204844416986,2.14008259270069,-7.9419182805895,0.000767043578996866
"E20C148","C",1,2020-05-27,148,22.16666667,1.386277690584,0.0101340743192132,0.724182504622284,2.06396264541667e-06,0.000425237204967,2.87608775563333e-07,0.0843186922447528,17.3721385395485,0.0117496292326159,0.00149502592949493,0.0371619944035166,0.0260943726573769,4,0.20208631066073,0.504365826781621,0.516487240979727,0.519336188477085,0.533184492724921,0.00308567767240688,15.8026626311507,0.00750497056908148,0.714401026493903,-7.83080039693875,0.00140179734933519
"E20D148","D",1,2020-05-27,148,21.9753086409722,1.11575620046951,0.0109202893315699,12.3721310734517,2.06396264541667e-06,0.000425237204967,2.87608775563333e-07,0.0843186922447528,17.3721385395485,0.0117496292326159,0.00150028712010147,0.037358333720893,0.0262437596108063,4,0.20208631066073,0.504365826781621,0.514185890259498,0.517087346412047,0.530399442200497,0.00309653657328919,15.886153413697,0.00754793556784247,0.572113899836314,-1.81705648715008,0.00178869455518376
