pond_id,treatment,doy,period,week,ch4_flux,co2_flux,n2o_flux,ch4_lake,n2o_lake,co2_lake,GPP,R,NEP,tp,srp,tn,nox,nhx,bottom_do,bottom_do_sat,temp,chla,wind_speed,wind_U10,DEA,methanogenesis,alkalinity,ph,doc_ppb
A,pulsed,142,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.165166666666666,101.94833333333334,16.3645833325,28.946875000000002,NA,NA,NA,NA,NA,NA,NA
A,pulsed,143,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,0,0.2484,0.042644,NA,8.562222222222223,86.57777777777778,16.20454545409091,14.435454545454546,NA,NA,NA,NA,NA,NA,7329.775
A,pulsed,144,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.909407407407407,91.34222222222222,17.068007663103447,10.536206896551723,0.3358333333333333,0.3828003910518179,NA,NA,NA,NA,NA
A,pulsed,145,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.314375,75.79305555555555,17.345614036,9.145368421052632,0.5549999999999999,0.6326180159814161,NA,NA,NA,NA,NA
A,pulsed,146,BASE,1,4.1536309799447455,-7.91962160161188,0.002440616831382509,8.613511651535708,0.012036283820363905,0.7694261971440347,6.1430575119457345,-2.595858683843991,3.5471988281017435,33.95,0,0.427385,0.026329,NA,8.259833333333333,89.19,18.35883424360656,9.295245901639344,0.29354166666666665,0.3345941383325133,1.9562079257936369e-4,0.0059707336461407665,112.09,NA,23729.775
A,pulsed,147,BASE,NA,NA,NA,NA,NA,NA,NA,0.2669933894738722,-0.3195875301993437,-0.05259414072547153,NA,NA,NA,NA,NA,8.30595238095238,88.3892857142857,19.520467835526315,8.873684210526315,0.51375,0.5855991093882028,NA,NA,NA,NA,NA
A,pulsed,148,BASE,1,1.9902400903426354,-7.893584606181184,0.0013886242669556557,4.042685217369592,0.010720805520490859,0.7886759136929962,NA,NA,NA,31.5,0,0.0483,0.043632,0,6.817456866804693,73.83364389233955,19.881027253679246,7.618584905660377,0.17729166666666668,0.20208631066073016,NA,NA,130.98,NA,6989.775
A,pulsed,149,BASE,NA,NA,NA,NA,NA,NA,NA,3.2644069142162335,-3.9410706600733714,-0.6766637458571378,NA,NA,NA,NA,NA,6.018518518518518,64.56296296296297,20.685620914352942,9.094588235294118,1.0485416666666667,1.1951826105234487,NA,NA,NA,NA,NA
A,pulsed,150,BASE,1,2.1928140853361775,-8.891714220148854,0.0017749162050009842,3.783257744418055,0.0109905834085966,0.8073185185914258,NA,NA,NA,40.5,0,0.069543,0.051769,NA,4.860089743589744,49.176314102564106,20.342696627977528,5.7423595505617975,0.954375,1.0878465207248,NA,NA,140.22,NA,7019.775
A,pulsed,151,BASE,NA,NA,NA,NA,NA,NA,NA,2.744269895134504,-8.166690501186174,-5.42242060605167,NA,NA,NA,NA,NA,7.339124999999999,79.6438888888889,20.67676767590909,7.847954545454545,0.4510416666666667,0.5141208725975097,NA,NA,NA,NA,NA
A,pulsed,152,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.737377622377623,83.17762237762237,20.724867725714287,5.5384761904761906,0.6295833333333334,0.7176319986095494,NA,NA,NA,NA,NA
A,pulsed,153,BASE,2,5.962569155681381,-10.465913016494262,8.97297302517703e-4,9.07721660029951,0.008783855285879936,0.6040598448775694,2.030873308798326,-0.5385080749977995,1.4923652338005267,234.45,0,0.19521,0,NA,8.306040404040404,87.42737373737374,19.913043476956524,3.815434782608696,1.5616666666666668,1.7800693122359967,1.645937249083833e-4,0.007714654073402031,122.64,NA,7329.775
A,pulsed,154,BASE,NA,NA,NA,NA,NA,NA,NA,1.8813314124350051,-1.1727836132473513,0.7085477991876539,NA,NA,NA,NA,NA,9.692096153846153,105.3602564102564,21.912568305737704,2.118196721311475,1.4364583333333334,1.6373503078798288,NA,NA,NA,NA,NA
A,pulsed,155,BASE,2,4.860224690147571,-7.560088917738665,0.0011639289782611388,8.234619049382548,0.008380958813090353,0.7111295718828193,1.0796233455675115,-0.9303092391475274,0.1493141064199841,23.75,0,0.19158,0.08038,0.05675,10.383932072829133,110.57741596638655,23.83937198119565,2.796521739130435,0.5972916666666667,0.6808242687007207,NA,NA,121.32,NA,16029.775
A,pulsed,156,BASE,NA,NA,NA,NA,NA,NA,NA,2.2876524295178884,-1.412914582262896,0.8747378472549925,NA,NA,NA,NA,NA,8.693645050125314,98.44313909774436,24.835917310697674,2.986162790697674,0.3770833333333333,0.42981929764503124,NA,NA,NA,NA,NA
A,pulsed,157,BASE,2,15.457174229679339,-7.570145062498775,5.841493745864736e-4,25.621553667241592,0.007031797834893898,1.4676011638364033,2.8494034017925953,-3.4472738715679454,-0.5978704697753501,30.2,0,0.307475,0.0336375,NA,9.863777777777779,112.05333333333333,25.63609246885906,2.6346979865771814,0.5764583333333333,0.6570773461788958,NA,NA,144.32,NA,7919.775
A,pulsed,158,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.989905303030303,102.80606060606061,25.510954618450704,1.8191549295774647,0.839375,0.9567635084043264,NA,NA,NA,NA,NA
A,pulsed,159,BASE,NA,NA,NA,NA,NA,NA,NA,2.6023106213420926,-0.516024447217265,2.0862861741248278,NA,NA,NA,NA,NA,8.269337606837606,93.93910256410257,24.745238096428572,1.5405714285714285,1.4260416666666667,1.6254768466189164,NA,NA,NA,NA,NA
