KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,6/8/2020 6:48:35 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/7/2020,10:40:12 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.0,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.31,-0.21,-0.25,109.0,9.03,113.0,8.74,-168.5,-0.002,-0.001,0.001
6/7/2020,10:40:12 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.0,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.31,-0.21,-0.25,109.0,9.03,113.0,8.74,-168.5,-0.002,-0.001,0.001
6/7/2020,10:40:12 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.31,-0.21,-0.24,109.0,9.03,113.0,8.74,-168.6,-0.001,-0.001,0.000
6/7/2020,10:40:12 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.31,-0.21,-0.25,109.0,9.03,113.0,8.74,-168.6,-0.001,-0.001,0.000
6/7/2020,10:40:13 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.31,-0.22,-0.25,109.0,9.03,113.0,8.74,-168.7,-0.001,-0.001,-0.001
6/7/2020,10:40:13 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.26,1.32,-0.22,-0.25,109.0,9.03,113.0,8.74,-168.7,-0.001,-0.001,-0.001
6/7/2020,10:40:13 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.27,1.33,-0.22,-0.25,109.0,9.03,113.0,8.74,-168.7,-0.001,-0.001,0.000
6/7/2020,10:40:13 AM,Pond A,,89.99999 °,179.99998 °,732.6,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.27,1.33,-0.22,-0.25,109.0,9.03,113.1,8.74,-168.7,-0.001,-0.001,0.000
6/7/2020,10:40:14 AM,Pond A,,89.99999 °,179.99998 °,732.7,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.27,1.35,-0.22,-0.25,109.0,9.03,113.0,8.74,-168.8,-0.001,-0.001,0.001
6/7/2020,10:40:14 AM,Pond A,,89.99999 °,179.99998 °,732.7,304.9,306.1,0.14,306.2,199,76.6,-2.8,-2.8,0.27,1.35,-0.22,-0.25,109.0,9.03,113.0,8.74,-168.8,-0.001,0.000,0.002
