KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,6/16/2020 8:08:20 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/15/2020,9:06:31 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.4,334.1,0.16,336.2,217,70.9,-2.0,-2.0,0.84,3.59,-0.08,-0.17,77.5,6.82,79.6,8.74,-167.3,-0.010,-0.007,-0.007
6/15/2020,9:06:31 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.4,334.1,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.67,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.006
6/15/2020,9:06:31 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.4,334.1,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.67,-0.08,-0.16,77.5,6.82,79.6,8.74,-167.3,-0.010,-0.007,-0.007
6/15/2020,9:06:31 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.4,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.67,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.007
6/15/2020,9:06:32 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.66,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.008
6/15/2020,9:06:32 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.87,3.71,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.008
6/15/2020,9:06:32 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.70,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.009
6/15/2020,9:06:32 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.69,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.011,-0.008,-0.010
6/15/2020,9:06:33 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.70,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.007
6/15/2020,9:06:33 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.86,3.66,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.010,-0.007,-0.007
6/15/2020,9:06:33 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.85,3.65,-0.07,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.011,-0.007,-0.011
6/15/2020,9:06:33 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.85,3.63,-0.08,-0.16,77.5,6.82,79.5,8.74,-167.3,-0.011,-0.008,-0.016
6/15/2020,9:06:34 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.85,3.63,-0.08,-0.16,77.4,6.82,79.5,8.74,-167.3,-0.012,-0.008,-0.020
6/15/2020,9:06:34 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.85,3.66,-0.08,-0.16,77.4,6.82,79.5,8.74,-167.3,-0.012,-0.009,-0.024
6/15/2020,9:06:34 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.1,217,70.9,-2.0,-2.0,0.85,3.65,-0.08,-0.16,77.4,6.82,79.5,8.74,-167.3,-0.014,-0.010,-0.030
6/15/2020,9:06:34 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,334.0,0.16,336.0,217,70.9,-2.0,-2.0,0.85,3.62,-0.08,-0.16,77.4,6.82,79.5,8.73,-167.3,-0.015,-0.010,-0.031
6/15/2020,9:06:35 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,333.9,0.16,336.0,217,70.9,-2.0,-2.0,0.84,3.60,-0.08,-0.16,77.4,6.82,79.5,8.73,-167.3,-0.015,-0.011,-0.030
6/15/2020,9:06:35 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.3,333.9,0.16,336.0,217,70.9,-2.0,-2.0,0.84,3.59,-0.08,-0.16,77.4,6.82,79.5,8.73,-167.3,-0.016,-0.011,-0.024
6/15/2020,9:06:35 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.3,333.9,0.16,336.0,217,70.9,-2.0,-2.0,0.84,3.59,-0.08,-0.16,77.4,6.82,79.5,8.73,-167.3,-0.016,-0.011,-0.018
6/15/2020,9:06:35 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.2,333.9,0.16,336.0,217,70.9,-2.0,-2.0,0.83,3.57,-0.08,-0.16,77.4,6.82,79.5,8.74,-167.3,-0.016,-0.011,-0.011
6/15/2020,9:06:36 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.2,333.9,0.16,335.9,217,70.9,-2.0,-2.0,0.83,3.57,-0.08,-0.16,77.4,6.81,79.5,8.74,-167.3,-0.015,-0.011,-0.006
6/15/2020,9:06:36 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.2,333.8,0.16,335.9,217,70.9,-2.0,-2.0,0.83,3.57,-0.08,-0.16,77.4,6.81,79.5,8.74,-167.3,-0.014,-0.010,0.002
6/15/2020,9:06:36 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.2,333.8,0.16,335.9,217,70.9,-2.0,-2.0,0.83,3.57,-0.08,-0.16,77.4,6.81,79.5,8.74,-167.3,-0.014,-0.010,0.005
6/15/2020,9:06:36 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.1,333.8,0.16,335.9,217,70.9,-2.0,-2.0,0.84,3.59,-0.08,-0.16,77.4,6.81,79.4,8.73,-167.3,-0.013,-0.009,0.013
6/15/2020,9:06:37 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.1,333.7,0.16,335.8,217,70.9,-2.0,-2.0,0.84,3.59,-0.08,-0.16,77.4,6.81,79.4,8.73,-167.3,-0.011,-0.008,0.030
6/15/2020,9:06:37 AM,Pond A,,89.99999 °,179.99998 °,740.5,312.1,333.7,0.16,335.8,217,70.9,-2.0,-2.0,0.84,3.60,-0.08,-0.16,77.4,6.81,79.4,8.73,-167.3,-0.010,-0.007,0.033
6/15/2020,9:06:37 AM,Pond A,,89.99999 °,179.99998 °,740.4,312.0,333.7,0.16,335.8,217,70.9,-2.0,-2.0,0.83,3.56,-0.08,-0.16,77.4,6.81,79.4,8.73,-167.3,-0.009,-0.006,0.036
