KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,7/23/2020 5:16:54 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/21/2020,9:16:07 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.22,80.8,6.61,83.7,16.25,-609.7,-0.009,-0.006,-0.005
7/21/2020,9:16:07 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.22,80.8,6.61,83.7,16.25,-609.7,-0.009,-0.006,-0.005
7/21/2020,9:16:07 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.61,-0.17,-0.22,80.7,6.60,83.6,16.25,-609.7,-0.008,-0.006,-0.004
7/21/2020,9:16:07 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.17,-0.22,80.6,6.60,83.6,16.25,-609.7,-0.008,-0.006,-0.004
7/21/2020,9:16:08 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.22,80.6,6.59,83.5,16.25,-609.7,-0.008,-0.006,-0.004
7/21/2020,9:16:08 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.17,-0.22,80.6,6.59,83.5,16.25,-609.7,-0.008,-0.006,-0.002
7/21/2020,9:16:08 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.63,-0.17,-0.22,80.5,6.59,83.4,16.25,-609.7,-0.008,-0.005,0.005
7/21/2020,9:16:08 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.63,-0.17,-0.22,80.5,6.59,83.4,16.25,-609.7,-0.006,-0.005,0.016
7/21/2020,9:16:09 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.64,-0.16,-0.22,80.5,6.58,83.4,16.25,-609.7,-0.005,-0.004,0.021
7/21/2020,9:16:09 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.63,-0.16,-0.22,80.4,6.58,83.3,16.25,-609.7,-0.004,-0.003,0.024
7/21/2020,9:16:09 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.21,80.4,6.58,83.3,16.25,-609.7,-0.002,-0.001,0.032
7/21/2020,9:16:09 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.63,-0.16,-0.21,80.4,6.58,83.3,16.25,-609.7,-0.001,-0.001,0.037
7/21/2020,9:16:10 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.21,80.4,6.57,83.3,16.25,-609.7,0.001,0.000,0.046
7/21/2020,9:16:10 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.21,80.3,6.57,83.2,16.25,-609.7,0.004,0.003,0.063
7/21/2020,9:16:10 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.62,-0.16,-0.21,80.3,6.57,83.2,16.25,-609.7,0.006,0.004,0.071
7/21/2020,9:16:10 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.63,-0.16,-0.21,80.3,6.57,83.2,16.25,-609.7,0.008,0.006,0.078
7/21/2020,9:16:11 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.64,-0.16,-0.21,80.2,6.56,83.1,16.25,-609.7,0.011,0.008,0.086
7/21/2020,9:16:11 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.65,-0.16,-0.21,80.1,6.55,83.0,16.25,-609.7,0.016,0.011,0.101
7/21/2020,9:16:11 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.64,-0.16,-0.21,80.1,6.55,83.0,16.25,-609.7,0.018,0.013,0.107
7/21/2020,9:16:11 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.34,1.64,-0.16,-0.21,80.0,6.55,82.9,16.25,-609.7,0.021,0.015,0.120
7/21/2020,9:16:12 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.65,-0.16,-0.21,80.0,6.54,82.8,16.25,-609.7,0.027,0.019,0.144
7/21/2020,9:16:12 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.66,-0.16,-0.21,79.9,6.54,82.8,16.25,-609.7,0.031,0.022,0.155
7/21/2020,9:16:12 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.66,-0.16,-0.21,79.8,6.53,82.7,16.25,-609.7,0.034,0.024,0.164
7/21/2020,9:16:12 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.66,-0.16,-0.21,79.8,6.52,82.6,16.25,-609.7,0.042,0.029,0.185
7/21/2020,9:16:13 AM,Pond F,,89.99999 °,179.99998 °,733.5,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.66,-0.16,-0.21,79.7,6.52,82.6,16.25,-609.7,0.046,0.032,0.197
7/21/2020,9:16:13 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.67,-0.15,-0.21,79.6,6.51,82.5,16.25,-609.7,0.050,0.035,0.207
7/21/2020,9:16:13 AM,Pond F,,89.99999 °,179.99998 °,733.6,296.0,293.2,0.14,292.9,191,77.9,-3.0,-3.0,0.35,1.66,-0.16,-0.21,79.6,6.51,82.5,16.25,-609.7,0.058,0.041,0.235
