KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,7/1/2020 6:37:17 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/1/2020,9:51:20 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.26,5.28,-0.15,-0.21,43.9,3.62,45.6,16.26,-609.7,0.001,0.001,-0.002
7/1/2020,9:51:20 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.26,5.28,-0.15,-0.21,43.9,3.62,45.6,16.26,-609.7,0.001,0.001,-0.002
7/1/2020,9:51:20 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.26,5.28,-0.15,-0.21,43.9,3.62,45.6,16.26,-609.7,0.001,0.001,-0.002
7/1/2020,9:51:20 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,332.0,0.16,332.0,216,77.0,-2.8,-2.8,1.27,5.29,-0.15,-0.21,43.8,3.62,45.5,16.26,-609.7,0.000,0.000,-0.001
7/1/2020,9:51:21 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.27,5.30,-0.15,-0.21,43.8,3.61,45.5,16.26,-609.7,0.000,0.000,-0.004
7/1/2020,9:51:21 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.28,5.33,-0.16,-0.21,43.7,3.61,45.5,16.26,-609.7,-0.001,-0.001,-0.007
7/1/2020,9:51:21 AM,Pond A,,89.99999 °,179.99998 °,731.3,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.28,5.35,-0.15,-0.21,43.7,3.61,45.4,16.26,-609.7,-0.002,-0.001,-0.010
7/1/2020,9:51:21 AM,Pond A,,89.99999 °,179.99998 °,731.2,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.29,5.38,-0.16,-0.21,43.7,3.61,45.4,16.26,-609.7,-0.004,-0.003,-0.018
7/1/2020,9:51:22 AM,Pond A,,89.99999 °,179.99998 °,731.2,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.47,6.09,-0.16,-0.21,43.7,3.61,45.4,16.26,-609.7,-0.005,-0.004,-0.020
7/1/2020,9:51:22 AM,Pond A,,89.99999 °,179.99998 °,731.2,331.9,331.9,0.16,331.9,216,77.0,-2.8,-2.8,1.47,6.09,-0.16,-0.21,43.7,3.61,45.4,16.26,-609.7,-0.006,-0.005,-0.023
