KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,7/20/2020 7:31:21 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
7/20/2020,9:12:22 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.5,285.3,0.13,284.5,185,79.4,-3.2,-3.2,0.31,1.51,-0.13,-0.19,87.3,7.04,90.2,16.22,-609.7,-0.001,-0.001,0.000
7/20/2020,9:12:22 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.5,285.3,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.52,-0.13,-0.19,87.3,7.04,90.2,16.22,-609.7,-0.001,0.000,0.000
7/20/2020,9:12:22 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.3,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.51,-0.13,-0.19,87.3,7.03,90.2,16.22,-609.7,-0.001,0.000,0.000
7/20/2020,9:12:22 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.3,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.51,-0.13,-0.19,87.3,7.03,90.2,16.22,-609.7,-0.001,0.000,0.001
7/20/2020,9:12:23 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.3,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.50,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.000,0.000,0.002
7/20/2020,9:12:23 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.4,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.50,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.000,0.000,0.001
7/20/2020,9:12:23 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.4,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.50,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.000,0.000,0.004
7/20/2020,9:12:23 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.4,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.50,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.000,0.000,0.006
7/20/2020,9:12:24 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.4,0.13,284.6,185,79.4,-3.2,-3.2,0.31,1.51,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.000,0.000,0.007
7/20/2020,9:12:24 AM,Pond F,,89.99999 °,179.99998 °,735.5,292.6,285.4,0.13,284.6,185,79.4,-3.2,-3.2,0.32,1.54,-0.13,-0.19,87.2,7.03,90.1,16.22,-609.7,0.001,0.001,0.014
