KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,6/30/2020 9:05:06 PM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/30/2020,9:36:09 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.21,5.05,-0.18,-0.23,26.9,2.20,28.0,14.38,-500.1,-0.011,-0.008,-0.010
6/30/2020,9:36:09 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.21,5.05,-0.18,-0.23,26.9,2.20,28.0,14.38,-500.1,-0.011,-0.008,-0.010
6/30/2020,9:36:09 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.19,4.96,-0.19,-0.23,26.8,2.19,27.9,14.38,-500.1,-0.011,-0.008,-0.009
6/30/2020,9:36:09 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.19,4.97,-0.19,-0.23,26.8,2.19,27.9,14.38,-500.1,-0.011,-0.008,-0.008
6/30/2020,9:36:10 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.20,5.00,-0.19,-0.23,26.7,2.18,27.8,14.38,-500.1,-0.011,-0.007,-0.006
6/30/2020,9:36:10 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.20,5.02,-0.19,-0.23,26.7,2.18,27.8,14.38,-500.1,-0.011,-0.008,-0.008
6/30/2020,9:36:10 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.19,4.98,-0.19,-0.23,26.6,2.18,27.8,14.38,-500.1,-0.011,-0.008,-0.008
6/30/2020,9:36:10 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.18,4.94,-0.19,-0.23,26.6,2.17,27.7,14.38,-500.1,-0.011,-0.008,-0.007
6/30/2020,9:36:11 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.16,4.87,-0.19,-0.23,26.6,2.17,27.7,14.38,-500.1,-0.011,-0.008,-0.010
6/30/2020,9:36:11 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.15,4.82,-0.18,-0.23,26.5,2.17,27.6,14.38,-500.1,-0.011,-0.008,-0.009
6/30/2020,9:36:11 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.14,4.79,-0.19,-0.23,26.5,2.17,27.6,14.38,-500.1,-0.011,-0.008,-0.006
6/30/2020,9:36:11 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.2,0.16,330.8,215,78.0,-3.0,-3.0,1.13,4.74,-0.19,-0.23,26.5,2.16,27.6,14.38,-500.0,-0.011,-0.007,-0.006
6/30/2020,9:36:12 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.8,215,78.0,-3.0,-3.0,1.12,4.71,-0.19,-0.23,26.4,2.16,27.5,14.38,-500.0,-0.011,-0.007,-0.006
6/30/2020,9:36:12 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.8,215,78.0,-3.0,-3.0,1.12,4.72,-0.19,-0.23,26.4,2.16,27.5,14.38,-500.0,-0.010,-0.007,-0.005
6/30/2020,9:36:12 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.8,215,78.0,-3.0,-3.0,1.12,4.70,-0.19,-0.23,26.4,2.15,27.5,14.38,-500.0,-0.010,-0.007,-0.002
6/30/2020,9:36:12 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.8,215,78.0,-3.0,-3.0,1.11,4.68,-0.19,-0.23,26.3,2.15,27.4,14.38,-500.0,-0.010,-0.007,-0.001
6/30/2020,9:36:13 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.0,-3.0,-3.0,1.12,4.69,-0.19,-0.23,26.3,2.15,27.4,14.38,-500.0,-0.010,-0.007,0.008
6/30/2020,9:36:13 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.0,-3.0,-3.0,1.11,4.65,-0.19,-0.24,26.3,2.15,27.4,14.38,-500.0,-0.009,-0.007,0.015
6/30/2020,9:36:13 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.1,-3.0,-3.0,1.11,4.66,-0.19,-0.24,26.2,2.14,27.3,14.38,-500.0,-0.009,-0.006,0.016
6/30/2020,9:36:13 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.1,-3.0,-3.0,1.13,4.73,-0.19,-0.24,26.2,2.14,27.3,14.38,-500.0,-0.008,-0.006,0.019
6/30/2020,9:36:14 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.1,-3.0,-3.0,1.13,4.75,-0.19,-0.24,26.2,2.14,27.2,14.38,-500.0,-0.007,-0.005,0.030
6/30/2020,9:36:14 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.1,-3.0,-3.0,1.13,4.75,-0.19,-0.24,26.2,2.14,27.2,14.38,-500.0,-0.006,-0.004,0.034
6/30/2020,9:36:14 AM,Pond A,,89.99999 °,179.99998 °,729.7,334.8,331.1,0.16,330.7,215,78.1,-3.0,-3.0,1.13,4.74,-0.19,-0.23,26.1,2.13,27.2,14.38,-499.9,-0.005,-0.004,0.043
