KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,6/16/2020 20:20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),ODO (% LocalB),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
6/16/2020,9:03:04 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1.03,4.35,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.004
6/16/2020,9:03:04 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1.03,4.35,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.004
6/16/2020,9:03:04 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1.02,4.31,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.005
6/16/2020,9:03:04 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1.02,4.31,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.007
6/16/2020,9:03:05 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1.01,4.28,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.007
6/16/2020,9:03:05 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1,4.21,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.005
6/16/2020,9:03:05 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.6,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1,4.21,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.007
6/16/2020,9:03:05 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.99,4.21,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.2,-0.008,-0.006,-0.006
6/16/2020,9:03:06 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1,4.23,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.008,-0.006,-0.007
6/16/2020,9:03:06 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,1,4.23,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.008,-0.006,-0.009
6/16/2020,9:03:06 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.99,4.21,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.008,-0.006,-0.009
6/16/2020,9:03:06 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.99,4.18,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.009,-0.006,-0.01
6/16/2020,9:03:07 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.97,4.12,-0.07,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.008,-0.006,-0.006
6/16/2020,9:03:07 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.97,4.1,-0.08,-0.16,88.3,7.71,90.7,10.3,-258.1,-0.008,-0.006,-0.004
6/16/2020,9:03:07 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.97,4.1,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.008,-0.006,0.001
6/16/2020,9:03:07 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325.1,0.15,326.9,211,71.6,-2.1,-2.1,0.96,4.08,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.008,-0.006,0.006
6/16/2020,9:03:08 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325,0.15,326.8,211,71.6,-2.1,-2.1,0.96,4.08,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.007,-0.005,0.008
6/16/2020,9:03:08 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325,0.15,326.8,211,71.6,-2.1,-2.1,0.96,4.08,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.007,-0.005,0.014
6/16/2020,9:03:08 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325,0.15,326.8,211,71.6,-2.1,-2.1,0.96,4.06,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.006,-0.004,0.029
6/16/2020,9:03:08 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.5,325,0.15,326.8,211,71.6,-2.1,-2.1,0.95,4.02,-0.08,-0.16,88.3,7.71,90.6,10.3,-258.1,-0.005,-0.004,0.034
6/16/2020,9:03:09 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.4,325,0.15,326.8,211,71.6,-2.1,-2.1,0.93,3.97,-0.08,-0.17,88.3,7.71,90.6,10.3,-258.1,-0.003,-0.002,0.049
6/16/2020,9:03:09 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.4,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.93,3.95,-0.08,-0.17,88.3,7.71,90.6,10.3,-258.1,-0.002,-0.001,0.056
6/16/2020,9:03:09 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.4,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.93,3.95,-0.08,-0.17,88.2,7.71,90.6,10.3,-258.1,0,0,0.061
6/16/2020,9:03:09 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.4,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.93,3.97,-0.08,-0.16,88.2,7.71,90.6,10.3,-258.1,0.001,0.001,0.068
6/16/2020,9:03:10 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.4,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.94,4.01,-0.07,-0.16,88.2,7.71,90.6,10.3,-258.1,0.004,0.003,0.081
6/16/2020,9:03:10 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.4,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.94,4.01,-0.07,-0.16,88.2,7.71,90.6,10.3,-258.1,0.004,0.003,0.081
6/16/2020,9:03:10 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.3,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.97,4.11,-0.07,-0.16,88.2,7.71,90.6,10.3,-258,0.008,0.005,0.092
6/16/2020,9:03:10 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.3,324.9,0.15,326.7,211,71.6,-2.1,-2.1,0.97,4.11,-0.07,-0.16,88.2,7.71,90.6,10.3,-258,0.011,0.008,0.107
6/16/2020,9:03:11 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.3,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.98,4.17,-0.06,-0.15,88.2,7.71,90.6,10.3,-258,0.013,0.009,0.115
6/16/2020,9:03:11 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.3,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.98,4.17,-0.06,-0.15,88.2,7.71,90.6,10.3,-258,0.015,0.011,0.119
6/16/2020,9:03:11 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.99,4.19,-0.06,-0.15,88.2,7.71,90.6,10.3,-258,0.017,0.012,0.121
6/16/2020,9:03:11 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.99,4.19,-0.06,-0.15,88.2,7.71,90.6,10.3,-258,0.021,0.015,0.127
6/16/2020,9:03:12 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.99,4.18,-0.06,-0.15,88.2,7.71,90.6,10.3,-258,0.023,0.016,0.126
6/16/2020,9:03:12 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.99,4.18,-0.06,-0.15,88.2,7.7,90.6,10.3,-258,0.025,0.018,0.127
6/16/2020,9:03:12 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.8,0.15,326.6,211,71.6,-2.1,-2.1,0.99,4.19,-0.06,-0.15,88.2,7.7,90.6,10.3,-258,0.029,0.02,0.132
6/16/2020,9:03:12 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.2,324.7,0.15,326.5,211,71.6,-2.1,-2.1,0.99,4.18,-0.06,-0.15,88.2,7.7,90.6,10.29,-257.9,0.031,0.022,0.137
6/16/2020,9:03:13 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.1,324.7,0.15,326.5,211,71.6,-2.1,-2.1,1,4.24,-0.06,-0.15,88.2,7.7,90.6,10.29,-257.9,0.033,0.023,0.143
6/16/2020,9:03:13 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.1,324.7,0.15,326.5,211,71.6,-2.1,-2.1,1.01,4.26,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.037,0.026,0.154
6/16/2020,9:03:13 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.1,324.7,0.15,326.5,211,71.6,-2.1,-2.1,1.01,4.26,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.039,0.027,0.164
6/16/2020,9:03:13 AM,Pond A,,89.99999 °,179.99998 °,740.2,306.1,324.7,0.15,326.5,211,71.6,-2.1,-2.1,1.01,4.26,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.041,0.029,0.17
6/16/2020,9:03:14 AM,Pond A,,89.99999 °,179.99998 °,740.1,306.1,324.7,0.15,326.5,211,71.6,-2.1,-2.1,0.99,4.2,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.046,0.032,0.187
6/16/2020,9:03:14 AM,Pond A,,89.99999 °,179.99998 °,740.1,306,324.6,0.15,326.4,211,71.6,-2.1,-2.1,0.98,4.17,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.048,0.034,0.196
6/16/2020,9:03:14 AM,Pond A,,89.99999 °,179.99998 °,740.1,306,324.6,0.15,326.4,211,71.6,-2.1,-2.1,0.97,4.13,-0.06,-0.15,88.2,7.7,90.5,10.29,-257.9,0.051,0.036,0.2
6/16/2020,9:03:14 AM,Pond A,,89.99999 °,179.99998 °,740.1,306,324.6,0.15,326.4,211,71.6,-2.1,-2.1,0.96,4.09,-0.06,-0.15,88.1,7.7,90.5,10.29,-257.8,0.053,0.038,0.206
6/16/2020,9:03:15 AM,Pond A,,89.99999 °,179.99998 °,740.2,306,324.6,0.15,326.4,211,71.6,-2.1,-2.1,0.96,4.08,-0.07,-0.15,88.1,7.7,90.5,10.29,-257.8,0.058,0.041,0.217
6/16/2020,9:03:15 AM,Pond A,,89.99999 °,179.99998 °,740.2,306,324.6,0.15,326.4,211,71.6,-2.1,-2.1,0.96,4.08,-0.07,-0.15,88.1,7.7,90.5,10.29,-257.8,0.058,0.041,0.217
6/16/2020,9:03:15 AM,Pond A,,89.99999 °,179.99998 °,740.2,305.9,324.5,0.15,326.4,211,71.6,-2.1,-2.1,0.97,4.12,-0.07,-0.16,88.1,7.7,90.5,10.29,-257.8,0.064,0.045,0.225
6/16/2020,9:03:15 AM,Pond A,,89.99999 °,179.99998 °,740.2,305.9,324.5,0.15,326.3,211,71.6,-2.1,-2.1,0.98,4.14,-0.07,-0.16,88.1,7.7,90.5,10.29,-257.8,0.069,0.048,0.233
6/16/2020,9:03:16 AM,Pond A,,89.99999 °,179.99998 °,740.1,305.9,324.5,0.15,326.3,211,71.6,-2.1,-2.1,0.97,4.12,-0.08,-0.16,88.1,7.7,90.5,10.29,-257.8,0.071,0.05,0.238
6/16/2020,9:03:16 AM,Pond A,,89.99999 °,179.99998 °,740.1,305.9,324.5,0.15,326.3,211,71.6,-2.1,-2.1,1,4.22,-0.07,-0.16,88.1,7.7,90.5,10.29,-257.7,0.074,0.052,0.242
6/16/2020,9:03:16 AM,Pond A,,89.99999 °,179.99998 °,740.1,305.8,324.5,0.15,326.3,211,71.6,-2.1,-2.1,1.01,4.26,-0.08,-0.16,88.1,7.7,90.5,10.29,-257.7,0.079,0.056,0.253
6/16/2020,9:03:16 AM,Pond A,,89.99999 °,179.99998 °,740.1,305.8,324.5,0.15,326.3,211,71.6,-2.1,-2.1,1.01,4.25,-0.08,-0.16,88.1,7.7,90.4,10.29,-257.7,0.082,0.058,0.261
6/16/2020,9:03:17 AM,Pond A,,89.99999 °,179.99998 °,740.1,305.8,324.5,0.15,326.3,211,71.6,-2.1,-2.1,1.01,4.25,-0.08,-0.16,88.1,7.7,90.4,10.29,-257.7,0.085,0.06,0.265
